id,target
2,0.045261107
5,0.04473715
6,0.0033790236
7,0.009334943
9,0.0061548264
11,0.04740242
12,0.04005935
15,0.037481174
16,0.02796645
17,0.024485422
19,0.024355654
21,0.008525104
22,0.033121027
24,0.017504333
27,0.013364752
28,0.011085221
30,0.041147564
33,0.0072786924
35,0.02393798
37,0.01861023
38,0.026075648
40,0.045380004
41,0.015153988
44,0.01706188
46,0.029113399
47,0.01350067
48,0.0072786924
50,0.0071911216
52,0.043177936
53,0.006722808
55,0.017834725
57,0.0034027644
58,0.017088473
59,0.010236497
62,0.02725852
63,0.017138522
64,0.023271836
65,0.023491912
67,0.022754861
69,0.029477375
70,0.0072786924
71,0.028110642
72,0.0077558267
73,0.0017989137
76,0.008681631
78,0.0032340246
79,0.025425732
81,0.0021194275
85,0.016934343
86,0.0072786924
89,0.02681773
94,0.04677619
96,0.0071911216
97,0.020245684
98,0.0072786924
99,0.008992386
100,0.04959083
103,0.026453355
104,0.009320684
108,0.008342876
110,0.0038190396
112,0.036877442
114,0.010236497
116,0.010747486
117,0.0093610715
119,0.010845533
120,0.0048348308
121,0.0021910947
123,0.021485202
124,0.02681773
126,0.0032192953
128,0.02027811
129,0.050105847
133,0.035863884
138,0.020440876
147,0.0107974
149,0.020208083
158,0.0072786924
160,0.0136382915
164,0.03549126
167,0.037035704
168,0.015560826
174,0.020587541
181,0.02718105
185,0.0310036
187,0.0032306998
189,0.015485244
190,0.037713632
194,0.009393921
197,0.029350888
198,0.015097191
201,0.028386943
205,0.010333125
208,0.033135653
211,0.019588249
216,0.020983746
219,0.06445843
223,0.009821051
224,0.031569324
226,0.0107974
229,0.02015538
230,0.018410534
237,0.017153686
238,0.013703907
240,0.058586042
243,0.0061400905
245,0.044467565
246,0.046320215
247,0.0073664985
248,0.011580648
249,0.0072786924
250,0.046320215
251,0.0032192953
255,0.049075324
256,0.034245893
257,0.056719333
260,0.044052504
261,0.003045454
263,0.037198994
264,0.034172863
267,0.011451721
268,0.018692251
272,0.010573581
274,0.010004324
275,0.014233488
277,0.040829644
278,0.048907984
280,0.014866903
281,0.013852199
282,0.043732937
283,0.017138522
284,0.04322534
286,0.0083338665
290,0.020548487
291,0.027686374
293,0.018964631
295,0.041060865
297,0.0024354928
298,0.02541194
300,0.0042161243
304,0.0045385654
305,0.003793798
308,0.0068439976
309,0.011959571
310,0.0024863028
312,0.025292931
313,0.034172863
315,0.0064083952
317,0.02335728
318,0.011922024
321,0.018875184
323,0.048616603
325,0.010615838
326,0.010236497
327,0.021110855
328,0.008973806
329,0.022962581
330,0.0031177802
331,0.011584845
334,0.06308983
335,0.010460814
336,0.044911798
337,0.0042295665
338,0.014194362
339,0.0107974
341,0.09010329
343,0.0055306964
346,0.0061548264
348,0.007371954
350,0.15221821
351,0.0017168769
352,0.010236497
357,0.039751936
358,0.017138522
360,0.0069216094
361,0.010236497
364,0.0191769
365,0.036703557
366,0.029061
367,0.009799322
368,0.016336733
370,0.0051204143
372,0.0034100083
376,0.002928153
377,0.005538696
379,0.016832378
380,0.0072075427
381,0.04470905
385,0.011412942
386,0.033122938
389,0.03274725
391,0.039040625
392,0.0072832694
393,0.010777631
395,0.021643868
396,0.008859799
397,0.002543031
398,0.031861436
399,0.028793659
400,0.01547268
401,0.009429392
403,0.007820461
405,0.029946726
406,0.018182077
409,0.006722808
411,0.016921869
413,0.0038712183
418,0.0041797226
419,0.013703907
422,0.010236497
424,0.04830753
425,0.023210699
427,0.0071911216
430,0.0029263047
431,0.0107974
434,0.011922024
435,0.02681773
437,0.02541194
438,0.0012729652
439,0.04013715
442,0.017138522
446,0.019823777
450,0.04304455
451,0.0074744057
452,0.016728554
454,0.0029639658
455,0.004138765
463,0.011218391
464,0.017138522
465,0.0097624315
467,0.033015203
468,0.04907129
470,0.01771331
472,0.052730143
473,0.014194362
475,0.00684172
476,0.010336519
479,0.0107974
481,0.003793798
483,0.031371996
484,0.0041805287
486,0.024741178
487,0.007371954
491,0.024647065
494,0.01393045
495,0.0032093648
497,0.0133882
498,0.010261732
499,0.017138522
503,0.012349505
504,0.02016646
505,0.036201093
506,0.012441618
507,0.016644375
508,0.028788747
509,0.017987171
510,0.0058265436
511,0.0052317567
512,0.027995795
516,0.00500701
518,0.032734677
519,0.0072908094
520,0.0075815315
521,0.009449104
522,0.0037870833
524,0.039775085
525,0.007265797
526,0.004717776
528,0.0107974
529,0.032635447
531,0.046426482
532,0.04787004
534,0.051774
536,0.022440027
539,0.041806035
540,0.017192647
541,0.0072786924
542,0.03598433
545,0.01703064
546,0.0072786924
552,0.017605923
556,0.0028909454
557,0.0071911216
559,0.015676344
562,0.011491742
563,0.011912603
565,0.037035935
569,0.0032192953
570,0.046426482
574,0.02226895
575,0.01437006
585,0.0152295735
589,0.00883105
590,0.018733187
592,0.014576002
593,0.034763407
594,0.007994145
595,0.010423078
597,0.003754495
601,0.0061548264
603,0.019823777
604,0.0019271986
605,0.020440876
607,0.0072786924
608,0.017199827
610,0.015097191
612,0.04720572
613,0.03851681
615,0.001656309
616,0.048840545
617,0.03180428
619,0.020698693
620,0.03760439
621,0.004775372
624,0.032021377
625,0.01533973
628,0.0072832694
629,0.054110862
630,0.02681773
632,0.006528877
634,0.0026327844
637,0.010829635
638,0.012401531
642,0.02515248
643,0.009543886
644,0.042002942
646,0.002928153
655,0.0042328998
660,0.014194362
664,0.028788893
665,0.04439616
666,0.0051204143
670,0.04229534
671,0.053482424
672,0.010277931
675,0.003868145
676,0.03121984
677,0.014459202
678,0.007819713
680,0.00806444
683,0.040173363
684,0.017220676
685,0.031977456
691,0.09892992
693,0.0025443486
696,0.0028058977
698,0.007329884
699,0.0107974
700,0.014562735
703,0.013005675
704,0.021408286
705,0.013762817
707,0.033708274
709,0.042496283
711,0.048082016
713,0.010236497
716,0.007371954
719,0.0072786924
721,0.01393045
722,0.0056657693
723,0.029624322
724,0.0071459515
727,0.0038260224
728,0.01187702
729,0.006434718
733,0.006722808
736,0.010648637
739,0.035745423
742,0.046320215
743,0.013995116
744,0.004083927
745,0.047951225
747,0.006957006
749,0.022419289
750,0.02629655
751,0.03953953
752,0.004411221
755,0.011032727
756,0.0021640046
762,0.024025684
763,0.02018746
764,0.022143826
765,0.024355654
766,0.011273959
769,0.02629655
770,0.052003738
773,0.0136382915
774,0.0367362
776,0.023773238
777,0.022485308
778,0.009748046
779,0.0069355173
780,0.0072786924
781,0.04466622
786,0.037745364
788,0.0130376965
794,0.016600782
796,0.041488357
801,0.04026013
802,0.02598375
803,0.004494211
804,0.0045993575
805,0.01393045
809,0.031030072
810,0.029285893
817,0.023180345
819,0.0047857487
821,0.0136382915
824,0.034889363
825,0.0056877322
826,0.033527274
830,0.01194524
831,0.018511219
832,0.018189194
833,0.013074858
837,0.0107974
839,0.0028909454
840,0.0045130844
841,0.031977456
842,0.0043999897
843,0.01108049
844,0.042066775
845,0.019823777
848,0.018352676
853,0.013793184
854,0.0028234543
855,0.007371954
856,0.012862797
861,0.00985905
865,0.0107974
866,0.0024668528
867,0.012412528
870,0.0038236098
871,0.021351866
872,0.006722808
873,0.0107974
874,0.04315132
875,0.004242826
876,0.008682698
879,0.0107974
880,0.0072786924
883,0.022754861
884,0.015513995
886,0.023337707
890,0.0072786924
892,0.016510824
893,0.042149983
894,0.026793348
895,0.018433737
896,0.02487162
897,0.004775372
899,0.032845687
900,0.012991965
901,0.0068365796
902,0.040829644
905,0.0102656465
912,0.06566528
914,0.04355285
915,0.039600447
917,0.04698284
918,0.009799322
919,0.010829635
921,0.0038550983
922,0.012245486
923,0.0036330097
926,0.0028909454
929,0.004451295
930,0.01393045
931,0.038052585
937,0.007371954
938,0.0143261645
939,0.024699947
941,0.03072543
946,0.0070679067
947,0.019519774
950,0.006841849
951,0.007967492
952,0.017220676
953,0.019380683
954,0.0029263047
955,0.010423078
956,0.054110862
957,0.0382235
960,0.029285833
963,0.04777669
966,0.019418698
969,0.020188762
971,0.012360799
972,0.00806444
975,0.006516946
980,0.011164252
982,0.048587617
983,0.004775372
985,0.0994759
987,0.00988237
988,0.0052736863
991,0.016934343
992,0.002364028
995,0.03412448
996,0.010336519
998,0.009449104
1001,0.045380004
1002,0.01393045
1004,0.010236497
1005,0.056164455
1010,0.007371954
1011,0.0021764454
1012,0.0072786924
1013,0.019418014
1014,0.029363286
1015,0.043264322
1016,0.017138522
1022,0.0030731354
1023,0.02649043
1024,0.004717776
1025,0.012448059
1026,0.029676126
1028,0.013027772
1029,0.008383596
1032,0.029285893
1034,0.02308056
1036,0.009334943
1037,0.0024887815
1039,0.1327158
1042,0.0072075427
1045,0.0107974
1046,0.04165239
1050,0.01258072
1052,0.011016417
1055,0.010236497
1057,0.0044384636
1058,0.004775372
1060,0.0072786924
1062,0.009612525
1063,0.014459202
1064,0.024538781
1065,0.015605381
1066,0.0072775898
1067,0.037745364
1068,0.019534096
1070,0.03752149
1072,0.015966972
1077,0.046320215
1078,0.017138522
1079,0.00806444
1081,0.036977105
1082,0.034889363
1093,0.010431063
1094,0.014936144
1102,0.019139566
1103,0.026575295
1106,0.0061548264
1107,0.04740242
1112,0.029285833
1113,0.004717776
1114,0.019044463
1116,0.0088931
1118,0.0047951695
1120,0.015097191
1121,0.030117827
1128,0.015966972
1130,0.023582242
1132,0.01393045
1135,0.009998319
1138,0.031316373
1139,0.01051651
1141,0.014194362
1143,0.034172863
1146,0.13620926
1148,0.010236497
1149,0.03336654
1151,0.01393045
1152,0.014194362
1153,0.01393045
1155,0.022660093
1157,0.0072786924
1160,0.022818202
1161,0.009219736
1162,0.02917738
1164,0.026575295
1168,0.014430217
1169,0.0072832694
1174,0.045380004
1176,0.0012461483
1177,0.034724224
1178,0.020044763
1180,0.0141331265
1181,0.02595831
1182,0.02352056
1185,0.0136382915
1190,0.007916892
1194,0.007371954
1196,0.034391254
1199,0.006488817
1200,0.019974941
1201,0.009799322
1202,0.041607622
1206,0.04401318
1207,0.024750857
1208,0.0029639658
1212,0.021203756
1216,0.0029263047
1219,0.0098814275
1221,0.017504333
1222,0.0072786924
1225,0.017106768
1227,0.0072075427
